date,campaign_id,campaign_name,impressions,clicks,spend,conversions,extracted_at
2026-07-22,F-1001,AUR_US_Meta_Prospecting_2026Q2,35359,385,334.91,11,2026-08-01 03:12:44
2026-07-23,F-1001,AUR_US_Meta_Prospecting_2026Q2,32215,330,301.37,7,2026-08-01 03:12:44
2026-07-24,F-1001,AUR_US_Meta_Prospecting_2026Q2,26456,286,271.01,9,2026-08-01 03:12:44
2026-07-25,F-1001,AUR_US_Meta_Prospecting_2026Q2,22166,267,197.51,13,2026-08-01 03:12:44
2026-07-26,F-1001,AUR_US_Meta_Prospecting_2026Q2,24140,270,209.37,8,2026-08-01 03:12:44
2026-07-27,F-1001,AUR_US_Meta_Prospecting_2026Q2,32201,351,279.12,9,2026-08-01 03:12:44
2026-07-28,F-1001,AUR_US_Meta_Prospecting_2026Q2,34201,371,307.46,12,2026-08-01 03:12:44
2026-07-29,F-1001,AUR_US_Meta_Prospecting_2026Q2,38125,375,321.73,10,2026-08-01 03:12:44
2026-07-29,F-1001,AUR_US_Meta_Prospecting_2026Q2,38125,375,361.21,13,2026-08-04 03:09:10
2026-07-30,F-1001,AUR_US_Meta_Prospecting_2026Q2,25531,295,232.32,9,2026-08-01 03:12:44
2026-07-30,F-1001,AUR_US_Meta_Prospecting_2026Q2,25531,295,258.35,11,2026-08-04 03:09:10
2026-07-31,F-1001,AUR_US_Meta_Prospecting_2026Q2,33700,330,280.92,4,2026-08-01 03:12:44
2026-07-31,F-1001,AUR_US_Meta_Prospecting_2026Q2,33700,330,322.7,5,2026-08-04 03:09:10
2026-05-01,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16256,297,166.14,18,2026-08-01 03:12:44
2026-05-02,F-1002,AUR_EU_Meta_Retargeting_2026Q2,12723,215,126.27,8,2026-08-01 03:12:44
2026-05-03,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13139,235,130.1,12,2026-08-01 03:12:44
2026-05-04,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17460,276,156.61,18,2026-08-01 03:12:44
2026-05-05,F-1002,AUR_EU_Meta_Retargeting_2026Q2,23445,389,206.82,16,2026-08-01 03:12:44
2026-05-06,F-1002,AUR_EU_Meta_Retargeting_2026Q2,24823,452,224.05,21,2026-08-01 03:12:44
2026-05-07,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20467,328,177.74,14,2026-08-01 03:12:44
2026-05-08,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16590,229,161.22,5,2026-08-01 03:12:44
2026-05-09,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13079,200,132.31,7,2026-08-01 03:12:44
2026-05-10,F-1002,AUR_EU_Meta_Retargeting_2026Q2,12214,197,105.87,9,2026-08-01 03:12:44
2026-05-11,F-1002,AUR_EU_Meta_Retargeting_2026Q2,22921,318,200.3,10,2026-08-01 03:12:44
2026-05-12,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21752,349,218.19,8,2026-08-01 03:12:44
2026-05-13,F-1002,AUR_EU_Meta_Retargeting_2026Q2,22171,302,225.28,13,2026-08-01 03:12:44
2026-05-14,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20523,304,212.06,14,2026-08-01 03:12:44
2026-05-15,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14963,206,151.35,8,2026-08-01 03:12:44
2026-05-16,F-1002,AUR_EU_Meta_Retargeting_2026Q2,11367,207,109.59,8,2026-08-01 03:12:44
2026-05-17,F-1002,AUR_EU_Meta_Retargeting_2026Q2,10675,184,108.08,10,2026-08-01 03:12:44
2026-05-18,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16918,258,162.69,11,2026-08-01 03:12:44
2026-05-19,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21131,378,187.33,19,2026-08-01 03:12:44
2026-05-20,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18019,272,166.51,14,2026-08-01 03:12:44
2026-05-21,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15592,225,155.22,11,2026-08-01 03:12:44
2026-05-22,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17756,312,171.17,16,2026-08-01 03:12:44
2026-05-23,F-1002,AUR_EU_Meta_Retargeting_2026Q2,10999,153,108.82,6,2026-08-01 03:12:44
2026-05-24,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13213,235,133.93,8,2026-08-01 03:12:44
2026-05-25,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17813,251,165.4,6,2026-08-01 03:12:44
2026-05-26,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18744,264,189.58,13,2026-08-01 03:12:44
2026-05-27,F-1002,AUR_EU_Meta_Retargeting_2026Q2,19395,280,190.19,14,2026-08-01 03:12:44
2026-05-28,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18242,280,184.95,9,2026-08-01 03:12:44
2026-05-29,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17880,302,183.66,15,2026-08-01 03:12:44
2026-05-30,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13641,242,139.47,20,2026-08-01 03:12:44
2026-05-31,F-1002,AUR_EU_Meta_Retargeting_2026Q2,11663,170,120.13,7,2026-08-01 03:12:44
2026-06-01,F-1002,AUR_EU_Meta_Retargeting_2026Q2,19452,345,185.4,19,2026-08-01 03:12:44
2026-06-02,F-1002,AUR_EU_Meta_Retargeting_2026Q2,23074,413,206.78,16,2026-08-01 03:12:44
2026-06-03,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17983,265,178.41,9,2026-08-01 03:12:44
2026-06-04,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18228,284,169.85,14,2026-08-01 03:12:44
2026-06-05,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17424,270,160.45,10,2026-08-01 03:12:44
2026-06-06,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14033,241,144.4,11,2026-08-01 03:12:44
2026-06-07,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13884,232,141.39,6,2026-08-01 03:12:44
2026-06-08,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21117,358,193.35,9,2026-08-01 03:12:44
2026-06-09,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20135,319,196.24,14,2026-08-01 03:12:44
2026-06-10,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21727,335,194.56,12,2026-08-01 03:12:44
2026-06-11,F-1002,AUR_EU_Meta_Retargeting_2026Q2,19253,262,193.0,11,2026-08-01 03:12:44
2026-06-12,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17331,289,181.26,12,2026-08-01 03:12:44
2026-06-13,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16140,250,144.51,10,2026-08-01 03:12:44
2026-06-14,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15101,225,141.54,12,2026-08-01 03:12:44
2026-06-14,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15101,225,141.54,12,2026-08-01 03:12:44
2026-06-15,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17206,278,164.7,17,2026-08-01 03:12:44
2026-06-16,F-1002,AUR_EU_Meta_Retargeting_2026Q2,23492,325,217.04,10,2026-08-01 03:12:44
2026-06-17,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15801,264,163.98,15,2026-08-01 03:12:44
2026-06-18,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17881,254,174.08,10,2026-08-01 03:12:44
2026-06-19,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14250,214,145.33,10,2026-08-01 03:12:44
2026-06-20,F-1002,AUR_EU_Meta_Retargeting_2026Q2,11384,168,115.88,2,2026-08-01 03:12:44
2026-06-21,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13124,240,126.11,18,2026-08-01 03:12:44
2026-06-22,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15583,215,155.9,11,2026-08-01 03:12:44
2026-06-23,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21730,316,192.32,12,2026-08-01 03:12:44
2026-06-24,F-1002,AUR_EU_Meta_Retargeting_2026Q2,22193,365,215.16,15,2026-08-01 03:12:44
2026-06-25,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21379,370,189.55,24,2026-08-01 03:12:44
2026-06-26,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18273,297,171.1,10,2026-08-01 03:12:44
2026-06-27,F-1002,AUR_EU_Meta_Retargeting_2026Q2,11882,203,118.12,6,2026-08-01 03:12:44
2026-06-28,F-1002,AUR_EU_Meta_Retargeting_2026Q2,10804,179,112.08,7,2026-08-01 03:12:44
2026-06-29,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15791,271,146.73,15,2026-08-01 03:12:44
2026-06-30,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17499,281,179.23,18,2026-08-01 03:12:44
2026-07-01,F-1002,AUR_EU_Meta_Retargeting_2026Q2,23078,391,214.8,14,2026-08-01 03:12:44
2026-07-02,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16393,229,152.61,10,2026-08-01 03:12:44
2026-07-03,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16486,289,154.37,6,2026-08-01 03:12:44
2026-07-04,F-1002,AUR_EU_Meta_Retargeting_2026Q2,12823,179,117.31,7,2026-08-01 03:12:44
2026-07-05,F-1002,AUR_EU_Meta_Retargeting_2026Q2,12446,180,116.94,5,2026-08-01 03:12:44
2026-07-06,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18854,318,187.02,15,2026-08-01 03:12:44
2026-07-07,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20007,340,202.27,20,2026-08-01 03:12:44
2026-07-08,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21923,355,203.33,0,2026-08-01 03:12:44
2026-07-09,F-1002,AUR_EU_Meta_Retargeting_2026Q2,19724,321,203.18,0,2026-08-01 03:12:44
2026-07-10,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18133,250,158.64,0,2026-08-01 03:12:44
2026-07-11,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14574,228,131.58,0,2026-08-01 03:12:44
2026-07-12,F-1002,AUR_EU_Meta_Retargeting_2026Q2,10943,197,98.51,10,2026-08-01 03:12:44
2026-07-13,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21981,373,189.86,13,2026-08-01 03:12:44
2026-07-14,F-1002,AUR_EU_Meta_Retargeting_2026Q2,22990,365,213.06,18,2026-08-01 03:12:44
2026-07-15,F-1002,AUR_EU_Meta_Retargeting_2026Q2,19962,310,172.56,13,2026-08-01 03:12:44
2026-07-16,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20995,316,184.79,19,2026-08-01 03:12:44
2026-07-17,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14067,206,142.22,7,2026-08-01 03:12:44
2026-07-18,F-1002,AUR_EU_Meta_Retargeting_2026Q2,15915,264,137.82,12,2026-08-01 03:12:44
2026-07-19,F-1002,AUR_EU_Meta_Retargeting_2026Q2,13047,195,135.33,11,2026-08-01 03:12:44
2026-07-20,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16950,292,159.05,8,2026-08-01 03:12:44
2026-07-21,F-1002,AUR_EU_Meta_Retargeting_2026Q2,20889,294,186.87,13,2026-08-01 03:12:44
2026-07-22,F-1002,AUR_EU_Meta_Retargeting_2026Q2,23024,416,216.08,22,2026-08-01 03:12:44
2026-07-23,F-1002,AUR_EU_Meta_Retargeting_2026Q2,21297,334,194.63,9,2026-08-01 03:12:44
2026-07-24,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18621,275,191.47,14,2026-08-01 03:12:44
2026-07-25,F-1002,AUR_EU_Meta_Retargeting_2026Q2,14165,231,139.83,16,2026-08-01 03:12:44
2026-07-26,F-1002,AUR_EU_Meta_Retargeting_2026Q2,12666,173,119.96,1,2026-08-01 03:12:44
2026-07-27,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16651,302,167.19,19,2026-08-01 03:12:44
2026-07-28,F-1002,AUR_EU_Meta_Retargeting_2026Q2,16406,290,164.29,18,2026-08-01 03:12:44
2026-07-29,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18934,336,160.17,13,2026-08-01 03:12:44
2026-07-29,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18934,336,181.78,17,2026-08-04 03:09:10
2026-07-30,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17521,256,139.39,5,2026-08-01 03:12:44
2026-07-30,F-1002,AUR_EU_Meta_Retargeting_2026Q2,17521,256,158.66,7,2026-08-04 03:09:10
2026-07-31,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18790,271,165.69,10,2026-08-01 03:12:44
2026-07-31,F-1002,AUR_EU_Meta_Retargeting_2026Q2,18790,271,182.61,14,2026-08-04 03:09:10
2026-05-01,F-1003,aurelia|prospecting|meta|may26,12712,125,116.07,7,2026-08-01 03:12:44
2026-05-02,F-1003,aurelia|prospecting|meta|may26,11020,126,111.06,1,2026-08-01 03:12:44
2026-05-03,F-1003,aurelia|prospecting|meta|may26,10444,116,100.88,4,2026-08-01 03:12:44
2026-05-04,F-1003,aurelia|prospecting|meta|may26,12570,139,131.07,5,2026-08-01 03:12:44
2026-05-05,F-1003,aurelia|prospecting|meta|may26,16557,173,156.69,4,2026-08-01 03:12:44
2026-05-06,F-1003,aurelia|prospecting|meta|may26,19665,184,173.56,7,2026-08-01 03:12:44
2026-05-07,F-1003,aurelia|prospecting|meta|may26,14739,138,130.09,8,2026-08-01 03:12:44
2026-05-08,F-1003,aurelia|prospecting|meta|may26,13047,140,128.24,3,2026-08-01 03:12:44
2026-05-09,F-1003,aurelia|prospecting|meta|may26,10678,97,108.58,0,2026-08-01 03:12:44
2026-05-10,F-1003,aurelia|prospecting|meta|may26,11096,98,104.9,5,2026-08-01 03:12:44
2026-05-11,F-1003,aurelia|prospecting|meta|may26,13496,154,125.8,4,2026-08-01 03:12:44
2026-05-12,F-1003,aurelia|prospecting|meta|may26,13591,151,138.24,4,2026-08-01 03:12:44
2026-05-13,F-1003,aurelia|prospecting|meta|may26,18096,195,162.58,7,2026-08-01 03:12:44
2026-05-14,F-1003,aurelia|prospecting|meta|may26,15554,138,142.82,4,2026-08-01 03:12:44
2026-05-15,F-1003,aurelia|prospecting|meta|may26,13241,139,124.53,1,2026-08-01 03:12:44
2026-05-16,F-1003,aurelia|prospecting|meta|may26,12057,103,104.65,2,2026-08-01 03:12:44
2026-05-17,F-1003,aurelia|prospecting|meta|may26,12644,124,112.88,3,2026-08-01 03:12:44
2026-05-18,F-1003,aurelia|prospecting|meta|may26,14031,122,128.06,6,2026-08-01 03:12:44
2026-05-19,F-1003,aurelia|prospecting|meta|may26,15842,176,153.8,3,2026-08-01 03:12:44
2026-05-20,F-1003,aurelia|prospecting|meta|may26,13824,129,140.65,3,2026-08-01 03:12:44
2026-05-21,F-1003,aurelia|prospecting|meta|may26,14374,151,129.96,4,2026-08-01 03:12:44
2026-05-22,F-1003,aurelia|prospecting|meta|may26,17463,162,159.13,7,2026-08-01 03:12:44
2026-05-23,F-1003,aurelia|prospecting|meta|may26,9769,99,102.42,2,2026-08-01 03:12:44
2026-05-24,F-1003,aurelia|prospecting|meta|may26,10091,112,97.55,3,2026-08-01 03:12:44
2026-05-25,F-1003,aurelia|prospecting|meta|may26,14078,132,139.27,4,2026-08-01 03:12:44
2026-05-26,F-1003,aurelia|prospecting|meta|may26,17610,169,160.97,6,2026-08-01 03:12:44
2026-05-27,F-1003,aurelia|prospecting|meta|may26,13675,151,131.85,6,2026-08-01 03:12:44
2026-05-28,F-1003,aurelia|prospecting|meta|may26,14388,134,126.25,7,2026-08-01 03:12:44
2026-05-29,F-1003,aurelia|prospecting|meta|may26,12339,121,125.54,2,2026-08-01 03:12:44
2026-05-30,F-1003,aurelia|prospecting|meta|may26,10966,97,105.1,1,2026-08-01 03:12:44
2026-05-31,F-1003,aurelia|prospecting|meta|may26,8795,80,89.08,2,2026-08-01 03:12:44
2026-06-01,F-1003,aurelia|prospecting|meta|may26,16710,166,153.74,3,2026-08-01 03:12:44
2026-06-02,F-1003,aurelia|prospecting|meta|may26,19728,216,184.12,5,2026-08-01 03:12:44
2026-06-03,F-1003,aurelia|prospecting|meta|may26,12903,113,134.44,4,2026-08-01 03:12:44
2026-06-04,F-1003,aurelia|prospecting|meta|may26,16906,183,177.21,10,2026-08-01 03:12:44
2026-06-05,F-1003,aurelia|prospecting|meta|may26,16179,148,151.62,6,2026-08-01 03:12:44
2026-06-06,F-1003,aurelia|prospecting|meta|may26,10230,88,90.85,3,2026-08-01 03:12:44
2026-06-07,F-1003,aurelia|prospecting|meta|may26,11419,131,113.06,2,2026-08-01 03:12:44
2026-06-08,F-1003,aurelia|prospecting|meta|may26,13391,146,138.84,5,2026-08-01 03:12:44
2026-06-09,F-1003,aurelia|prospecting|meta|may26,16213,171,154.73,9,2026-08-01 03:12:44
2026-06-10,F-1003,aurelia|prospecting|meta|may26,16423,160,155.86,2,2026-08-01 03:12:44
2026-06-11,F-1003,aurelia|prospecting|meta|may26,19006,163,168.66,4,2026-08-01 03:12:44
2026-06-12,F-1003,aurelia|prospecting|meta|may26,13299,149,135.15,4,2026-08-01 03:12:44
2026-06-13,F-1003,aurelia|prospecting|meta|may26,10355,91,98.66,2,2026-08-01 03:12:44
2026-06-14,F-1003,aurelia|prospecting|meta|may26,10577,106,106.65,0,2026-08-01 03:12:44
2026-06-14,F-1003,aurelia|prospecting|meta|may26,10577,106,106.65,0,2026-08-01 03:12:44
2026-06-15,F-1003,aurelia|prospecting|meta|may26,16495,154,155.38,4,2026-08-01 03:12:44
2026-06-16,F-1003,aurelia|prospecting|meta|may26,15371,135,144.69,4,2026-08-01 03:12:44
2026-06-17,F-1003,aurelia|prospecting|meta|may26,19502,188,180.09,7,2026-08-01 03:12:44
2026-06-18,F-1003,aurelia|prospecting|meta|may26,14627,126,143.24,4,2026-08-01 03:12:44
2026-06-19,F-1003,aurelia|prospecting|meta|may26,14524,160,134.77,4,2026-08-01 03:12:44
